guests,nights,meal_plan,room_type,lead_time,year,month,market,room_price,status
2,4,Meal Plan 1,Room_Type 4,127,2018,6,Online,103.7,Not Canceled
1,1,Meal Plan 1,Room_Type 1,0,2017,9,Online,142.0,Not Canceled
3,7,Meal Plan 1,Room_Type 1,95,2018,12,Online,103.7,Not Canceled
1,3,Meal Plan 1,Room_Type 1,118,2018,6,Offline,110.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,45,2018,11,Offline,75.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,69,2018,7,Online,137.7,Not Canceled
2,1,Not Selected,Room_Type 1,57,2018,9,Online,87.3,Not Canceled
1,2,Meal Plan 1,Room_Type 1,5,2018,8,Complementary,0.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,39,2017,8,Offline,101.5,Not Canceled
2,1,Meal Plan 1,Room_Type 1,0,2018,2,Online,97.0,Not Canceled
3,2,Meal Plan 1,Room_Type 4,89,2018,8,Online,150.3,Not Canceled
2,4,Meal Plan 1,Room_Type 1,85,2018,3,Online,82.45,Not Canceled
1,1,Meal Plan 1,Room_Type 4,4,2018,7,Corporate,103.0,Not Canceled
1,8,Meal Plan 1,Room_Type 1,11,2018,7,Online,145.0,Canceled
1,2,Meal Plan 1,Room_Type 1,12,2018,7,Online,145.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,77,2018,5,Online,134.85,Not Canceled
3,2,Meal Plan 1,Room_Type 6,14,2018,10,Online,168.25,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,2,Online,60.0,Canceled
2,4,Meal Plan 1,Room_Type 1,133,2018,6,Offline,76.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,3,2017,8,Offline,63.5,Not Canceled
2,2,Meal Plan 1,Room_Type 1,19,2018,9,Offline,95.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,86,2018,9,Offline,90.95,Not Canceled
2,2,Meal Plan 1,Room_Type 1,23,2017,10,Online,98.4,Not Canceled
2,1,Meal Plan 1,Room_Type 1,65,2018,9,Online,135.9,Not Canceled
2,2,Meal Plan 1,Room_Type 4,1,2018,11,Online,130.0,Not Canceled
2,1,Meal Plan 1,Room_Type 4,66,2017,11,Online,81.9,Not Canceled
3,5,Meal Plan 1,Room_Type 1,50,2018,2,Online,78.85,Not Canceled
2,5,Meal Plan 2,Room_Type 1,87,2018,6,Online,141.3,Canceled
2,2,Meal Plan 1,Room_Type 1,159,2018,4,Offline,70.0,Not Canceled
2,5,Meal Plan 2,Room_Type 1,39,2018,8,Online,170.1,Not Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Online,115.0,Canceled
4,5,Meal Plan 1,Room_Type 6,22,2017,12,Online,199.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,102,2018,7,Offline,82.45,Not Canceled
4,3,Meal Plan 1,Room_Type 7,86,2018,10,Online,192.86,Not Canceled
2,4,Meal Plan 1,Room_Type 1,56,2017,9,Offline,185.0,Not Canceled
2,8,Meal Plan 1,Room_Type 1,36,2018,12,Online,68.07,Not Canceled
2,3,Meal Plan 1,Room_Type 1,50,2018,10,Online,118.8,Not Canceled
2,2,Meal Plan 1,Room_Type 4,115,2018,10,Online,104.4,Canceled
1,1,Meal Plan 1,Room_Type 1,0,2018,3,Corporate,65.0,Not Canceled
2,4,Not Selected,Room_Type 1,35,2018,3,Online,71.1,Canceled
2,3,Meal Plan 1,Room_Type 1,17,2018,5,Offline,95.0,Not Canceled
2,15,Meal Plan 1,Room_Type 4,237,2018,9,Online,116.62,Canceled
2,4,Meal Plan 1,Room_Type 1,125,2018,9,Online,136.0,Not Canceled
4,4,Meal Plan 1,Room_Type 6,32,2018,12,Online,147.9,Canceled
2,2,Not Selected,Room_Type 1,5,2018,9,Offline,123.7,Not Canceled
2,3,Meal Plan 1,Room_Type 1,91,2018,6,Online,135.9,Canceled
2,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,109.0,Not Canceled
3,3,Meal Plan 1,Room_Type 4,9,2018,3,Online,186.0,Not Canceled
3,4,Meal Plan 1,Room_Type 4,155,2018,12,Online,115.6,Canceled
4,1,Meal Plan 1,Room_Type 6,0,2018,5,Online,221.0,Canceled
1,3,Meal Plan 1,Room_Type 1,11,2017,9,Corporate,65.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,0,2018,2,Corporate,80.0,Not Canceled
3,5,Meal Plan 1,Room_Type 1,86,2018,3,Offline,73.83,Not Canceled
1,1,Meal Plan 1,Room_Type 1,18,2018,10,Corporate,67.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,58,2018,3,Online,80.3,Not Canceled
2,3,Not Selected,Room_Type 1,54,2018,4,Offline,85.0,Not Canceled
3,5,Meal Plan 1,Room_Type 1,25,2018,7,Online,152.1,Canceled
2,2,Meal Plan 1,Room_Type 1,107,2017,9,Online,89.25,Not Canceled
1,4,Meal Plan 2,Room_Type 1,100,2018,9,Offline,110.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,273,2018,5,Online,95.0,Canceled
2,1,Not Selected,Room_Type 1,29,2018,3,Online,79.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,221,2018,8,Online,80.0,Canceled
2,4,Meal Plan 1,Room_Type 1,213,2018,10,Online,102.85,Canceled
2,3,Meal Plan 1,Room_Type 1,198,2018,9,Online,90.0,Canceled
2,3,Meal Plan 1,Room_Type 2,81,2018,1,Online,62.37,Not Canceled
2,1,Not Selected,Room_Type 1,23,2018,4,Online,98.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,26,2017,9,Online,117.67,Canceled
2,3,Meal Plan 1,Room_Type 1,20,2018,6,Online,141.0,Not Canceled
3,4,Meal Plan 1,Room_Type 6,124,2018,12,Online,156.61,Canceled
3,3,Meal Plan 1,Room_Type 4,85,2018,8,Online,152.1,Canceled
2,1,Meal Plan 1,Room_Type 1,167,2018,8,Online,105.3,Canceled
2,4,Meal Plan 1,Room_Type 1,71,2018,5,Online,119.85,Not Canceled
2,2,Meal Plan 1,Room_Type 1,48,2018,11,Online,97.2,Not Canceled
1,1,Not Selected,Room_Type 1,37,2018,5,Online,116.1,Not Canceled
3,4,Meal Plan 1,Room_Type 4,76,2018,5,Online,150.45,Canceled
1,1,Meal Plan 1,Room_Type 1,13,2018,1,Offline,71.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,3,2018,6,Complementary,0.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,75,2017,12,Offline,60.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,5,2018,4,Corporate,89.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Online,115.0,Canceled
2,2,Meal Plan 1,Room_Type 1,180,2018,5,Offline,100.0,Not Canceled
2,4,Not Selected,Room_Type 1,122,2018,11,Online,75.9,Canceled
2,3,Meal Plan 1,Room_Type 1,224,2017,10,Offline,65.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,24,2018,5,Online,104.55,Not Canceled
1,4,Meal Plan 1,Room_Type 1,162,2018,10,Online,115.0,Canceled
3,2,Meal Plan 1,Room_Type 4,25,2018,7,Online,187.0,Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,8,Online,115.0,Not Canceled
2,4,Not Selected,Room_Type 1,236,2018,9,Online,84.43,Canceled
2,5,Meal Plan 1,Room_Type 1,120,2018,4,Online,90.95,Canceled
2,4,Meal Plan 2,Room_Type 4,12,2018,3,Online,208.0,Not Canceled
2,6,Meal Plan 1,Room_Type 1,224,2018,9,Online,97.18,Canceled
1,4,Meal Plan 2,Room_Type 1,33,2017,10,Offline,79.11,Not Canceled
2,2,Meal Plan 1,Room_Type 1,24,2018,5,Complementary,0.0,Not Canceled
2,1,Meal Plan 1,Room_Type 4,22,2017,9,Online,120.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,10,2017,10,Online,126.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,15,2018,2,Online,91.0,Canceled
2,5,Meal Plan 2,Room_Type 1,230,2018,9,Online,137.0,Canceled
2,4,Meal Plan 1,Room_Type 1,54,2018,3,Offline,67.32,Not Canceled
2,1,Meal Plan 1,Room_Type 1,45,2017,10,Online,81.62,Not Canceled
3,4,Meal Plan 2,Room_Type 4,63,2018,10,Online,123.66,Not Canceled
2,3,Not Selected,Room_Type 1,166,2018,8,Online,94.5,Not Canceled
2,5,Meal Plan 1,Room_Type 1,148,2018,8,Online,96.3,Canceled
2,3,Meal Plan 1,Room_Type 1,136,2018,8,Online,88.01,Not Canceled
2,4,Meal Plan 1,Room_Type 1,37,2018,3,Online,81.9,Not Canceled
2,4,Meal Plan 1,Room_Type 1,66,2018,5,Online,119.85,Not Canceled
1,1,Meal Plan 1,Room_Type 1,11,2017,10,Offline,83.5,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,4,Corporate,67.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,7,2018,6,Online,156.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,43,2017,10,Offline,85.0,Not Canceled
2,8,Meal Plan 1,Room_Type 4,5,2018,4,Online,126.75,Canceled
2,2,Meal Plan 2,Room_Type 1,247,2018,6,Online,115.0,Canceled
2,3,Not Selected,Room_Type 1,24,2018,10,Online,107.1,Canceled
1,1,Meal Plan 1,Room_Type 1,53,2018,10,Offline,120.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,52,2018,11,Online,93.6,Not Canceled
2,1,Meal Plan 1,Room_Type 1,56,2018,6,Offline,120.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,12,2018,6,Offline,90.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,230,2018,9,Online,137.0,Canceled
3,4,Meal Plan 1,Room_Type 1,92,2018,10,Online,106.43,Canceled
1,3,Not Selected,Room_Type 1,2,2018,5,Online,87.78,Not Canceled
2,2,Meal Plan 2,Room_Type 1,74,2017,9,Offline,101.5,Not Canceled
2,1,Not Selected,Room_Type 1,82,2018,6,Online,85.5,Canceled
1,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,95.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,147,2018,7,Online,103.7,Not Canceled
1,1,Meal Plan 1,Room_Type 1,2,2017,8,Corporate,65.0,Not Canceled
2,8,Meal Plan 1,Room_Type 1,166,2018,8,Online,100.12,Canceled
2,4,Meal Plan 2,Room_Type 1,28,2018,4,Online,156.25,Not Canceled
2,3,Meal Plan 2,Room_Type 1,309,2018,5,Online,101.0,Canceled
2,4,Meal Plan 2,Room_Type 1,54,2018,7,Online,161.1,Not Canceled
2,4,Not Selected,Room_Type 1,49,2018,12,Online,83.8,Not Canceled
3,1,Meal Plan 1,Room_Type 1,1,2018,6,Online,168.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,0,2017,12,Offline,58.0,Not Canceled
2,3,Meal Plan 2,Room_Type 1,4,2017,8,Offline,94.5,Not Canceled
2,4,Meal Plan 1,Room_Type 1,60,2017,12,Online,96.3,Not Canceled
2,1,Meal Plan 1,Room_Type 1,157,2017,8,Online,76.5,Not Canceled
2,5,Meal Plan 1,Room_Type 1,268,2018,4,Offline,78.0,Not Canceled
2,2,Not Selected,Room_Type 1,38,2018,9,Online,112.59,Canceled
4,3,Meal Plan 1,Room_Type 7,30,2018,6,Online,187.04,Canceled
2,1,Meal Plan 1,Room_Type 1,2,2018,10,Online,169.0,Not Canceled
2,10,Not Selected,Room_Type 1,217,2018,12,Online,46.63,Not Canceled
2,3,Meal Plan 1,Room_Type 1,143,2018,8,Offline,100.0,Not Canceled
2,3,Not Selected,Room_Type 1,179,2018,10,Online,85.5,Not Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Online,130.0,Canceled
3,4,Meal Plan 1,Room_Type 4,94,2018,7,Online,146.7,Not Canceled
1,2,Meal Plan 1,Room_Type 1,32,2017,11,Offline,73.0,Not Canceled
3,4,Meal Plan 1,Room_Type 6,2,2018,4,Online,143.22,Not Canceled
2,3,Meal Plan 1,Room_Type 1,70,2017,10,Online,89.25,Not Canceled
2,1,Not Selected,Room_Type 1,4,2018,9,Offline,85.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,34,2018,2,Complementary,6.5,Not Canceled
4,1,Meal Plan 1,Room_Type 2,16,2018,3,Online,83.03,Canceled
2,4,Meal Plan 1,Room_Type 1,24,2018,2,Online,91.0,Canceled
2,4,Not Selected,Room_Type 1,78,2018,4,Online,80.75,Not Canceled
2,3,Meal Plan 1,Room_Type 1,305,2018,11,Online,89.0,Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,105.0,Not Canceled
2,7,Meal Plan 1,Room_Type 1,98,2018,4,Online,109.81,Not Canceled
2,4,Meal Plan 1,Room_Type 4,14,2018,12,Online,70.88,Not Canceled
1,2,Not Selected,Room_Type 1,44,2018,11,Online,83.6,Not Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,2,Online,60.0,Canceled
2,3,Meal Plan 1,Room_Type 1,213,2018,6,Online,130.0,Canceled
1,2,Meal Plan 1,Room_Type 1,5,2018,4,Online,95.0,Not Canceled
2,1,Meal Plan 2,Room_Type 1,55,2018,4,Offline,104.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,139,2018,2,Offline,62.0,Not Canceled
2,3,Meal Plan 1,Room_Type 2,44,2018,4,Offline,95.0,Not Canceled
1,3,Meal Plan 2,Room_Type 4,18,2018,2,Online,145.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,0,2018,10,Corporate,95.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,192,2018,6,Offline,95.0,Not Canceled
2,6,Meal Plan 1,Room_Type 1,152,2018,6,Offline,80.75,Not Canceled
3,4,Meal Plan 1,Room_Type 4,42,2018,8,Online,142.2,Not Canceled
3,5,Meal Plan 1,Room_Type 4,209,2018,10,Online,128.7,Canceled
2,5,Meal Plan 1,Room_Type 1,69,2018,3,Online,90.95,Not Canceled
2,3,Meal Plan 1,Room_Type 1,80,2018,11,Online,93.6,Not Canceled
2,3,Meal Plan 1,Room_Type 4,49,2017,11,Offline,60.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,143,2018,8,Offline,90.0,Not Canceled
2,3,Not Selected,Room_Type 1,67,2017,12,Online,95.4,Not Canceled
2,2,Meal Plan 1,Room_Type 1,41,2018,10,Online,160.0,Canceled
2,3,Meal Plan 1,Room_Type 4,154,2018,10,Online,104.1,Canceled
2,1,Meal Plan 2,Room_Type 1,55,2018,4,Offline,104.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,2,2018,8,Offline,109.0,Not Canceled
2,6,Meal Plan 1,Room_Type 4,99,2018,4,Online,93.78,Canceled
1,2,Meal Plan 1,Room_Type 1,14,2017,10,Corporate,95.0,Not Canceled
1,1,Not Selected,Room_Type 1,0,2018,10,Online,140.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,22,2017,12,Online,87.0,Not Canceled
1,3,Meal Plan 1,Room_Type 4,7,2018,3,Online,85.85,Not Canceled
2,4,Meal Plan 1,Room_Type 4,84,2018,3,Online,99.45,Not Canceled
2,4,Meal Plan 1,Room_Type 4,109,2018,5,Online,120.28,Not Canceled
1,3,Meal Plan 1,Room_Type 1,71,2018,6,Offline,120.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,4,2018,4,Online,77.77,Not Canceled
1,3,Meal Plan 1,Room_Type 1,71,2018,6,Offline,120.0,Not Canceled
2,1,Not Selected,Room_Type 1,58,2018,6,Online,116.1,Not Canceled
3,1,Meal Plan 2,Room_Type 4,133,2018,7,Online,189.0,Canceled
2,3,Meal Plan 1,Room_Type 4,27,2018,6,Online,152.67,Canceled
2,5,Meal Plan 1,Room_Type 1,27,2018,2,Online,66.31,Not Canceled
1,1,Meal Plan 1,Room_Type 1,9,2017,9,Online,95.0,Not Canceled
3,3,Meal Plan 1,Room_Type 1,86,2018,12,Online,122.0,Canceled
2,3,Meal Plan 1,Room_Type 1,13,2017,12,Offline,58.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,0,2018,12,Online,89.89,Not Canceled
2,2,Meal Plan 1,Room_Type 4,5,2018,6,Online,156.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,82,2018,3,Online,99.45,Not Canceled
3,2,Meal Plan 1,Room_Type 6,330,2018,8,Online,172.8,Canceled
2,4,Not Selected,Room_Type 1,3,2018,8,Online,98.56,Not Canceled
1,1,Meal Plan 1,Room_Type 1,35,2018,3,Online,71.1,Canceled
1,21,Meal Plan 1,Room_Type 4,12,2018,3,Online,128.06,Canceled
1,1,Meal Plan 1,Room_Type 1,0,2018,11,Complementary,0.0,Not Canceled
3,1,Meal Plan 1,Room_Type 1,7,2018,4,Online,106.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,47,2018,9,Online,130.61,Canceled
2,5,Not Selected,Room_Type 1,117,2018,6,Online,105.74,Not Canceled
2,2,Meal Plan 1,Room_Type 4,2,2018,6,Online,136.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,26,2018,6,Offline,120.0,Not Canceled
2,4,Not Selected,Room_Type 1,75,2018,12,Online,74.8,Not Canceled
2,2,Meal Plan 2,Room_Type 1,256,2018,6,Online,112.0,Canceled
3,1,Meal Plan 1,Room_Type 1,137,2018,8,Online,121.5,Not Canceled
2,4,Meal Plan 1,Room_Type 1,92,2017,10,Offline,70.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,11,Offline,75.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,18,2018,1,Offline,54.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,78,2018,3,Online,100.0,Canceled
1,1,Meal Plan 1,Room_Type 4,8,2018,4,Complementary,0.0,Not Canceled
3,13,Meal Plan 1,Room_Type 6,30,2018,11,Online,186.22,Canceled
2,2,Not Selected,Room_Type 1,117,2018,11,Online,79.2,Not Canceled
2,2,Meal Plan 1,Room_Type 1,10,2018,3,Online,103.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,56,2017,9,Offline,185.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,8,2017,10,Online,135.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Online,115.0,Canceled
2,2,Meal Plan 2,Room_Type 1,273,2017,7,Online,109.0,Canceled
2,1,Meal Plan 1,Room_Type 1,33,2018,11,Online,104.0,Canceled
3,7,Meal Plan 1,Room_Type 4,184,2018,8,Online,130.05,Not Canceled
2,4,Meal Plan 1,Room_Type 1,232,2018,9,Online,100.3,Canceled
1,2,Meal Plan 1,Room_Type 1,188,2018,6,Online,130.0,Canceled
2,2,Meal Plan 2,Room_Type 1,102,2017,10,Offline,109.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,45,2018,10,Online,139.5,Canceled
1,1,Meal Plan 1,Room_Type 1,1,2018,2,Corporate,66.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,63,2018,9,Online,106.88,Not Canceled
2,4,Meal Plan 1,Room_Type 4,89,2018,9,Online,149.4,Not Canceled
1,2,Meal Plan 1,Room_Type 1,63,2018,4,Online,109.35,Not Canceled
2,3,Meal Plan 1,Room_Type 1,304,2018,11,Online,89.0,Canceled
1,3,Meal Plan 1,Room_Type 1,1,2018,4,Online,115.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,51,2018,3,Corporate,85.5,Not Canceled
2,2,Meal Plan 1,Room_Type 4,110,2018,4,Online,90.95,Not Canceled
2,3,Meal Plan 1,Room_Type 4,20,2018,7,Online,117.55,Not Canceled
2,1,Not Selected,Room_Type 1,50,2018,10,Online,108.0,Canceled
2,3,Meal Plan 1,Room_Type 4,48,2018,10,Online,139.5,Not Canceled
2,3,Meal Plan 1,Room_Type 5,96,2018,9,Online,129.88,Canceled
2,5,Meal Plan 1,Room_Type 1,148,2017,12,Offline,67.0,Not Canceled
2,2,Not Selected,Room_Type 1,25,2018,10,Online,129.0,Canceled
2,7,Meal Plan 1,Room_Type 1,148,2018,6,Online,79.53,Canceled
2,4,Meal Plan 1,Room_Type 1,114,2018,8,Offline,72.25,Not Canceled
1,2,Meal Plan 2,Room_Type 1,257,2017,7,Offline,80.0,Not Canceled
2,7,Meal Plan 1,Room_Type 1,105,2018,6,Online,119.85,Not Canceled
1,3,Meal Plan 1,Room_Type 1,4,2017,11,Online,117.0,Not Canceled
2,4,Meal Plan 2,Room_Type 4,67,2017,9,Complementary,29.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,61,2018,9,Online,118.8,Not Canceled
2,2,Meal Plan 1,Room_Type 1,79,2018,12,Offline,192.03,Not Canceled
3,1,Meal Plan 1,Room_Type 1,74,2018,5,Online,168.3,Not Canceled
2,1,Not Selected,Room_Type 1,120,2018,5,Online,72.76,Not Canceled
2,3,Meal Plan 1,Room_Type 1,157,2018,12,Offline,68.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,4,2018,1,Online,89.0,Not Canceled
2,7,Meal Plan 1,Room_Type 4,46,2018,8,Online,124.46,Not Canceled
1,3,Meal Plan 1,Room_Type 1,41,2018,3,Corporate,70.33,Not Canceled
3,5,Meal Plan 1,Room_Type 4,84,2018,6,Online,170.1,Not Canceled
2,2,Meal Plan 1,Room_Type 1,245,2018,6,Online,75.0,Canceled
2,3,Meal Plan 1,Room_Type 4,27,2018,6,Online,125.25,Not Canceled
2,10,Meal Plan 1,Room_Type 1,74,2017,7,Online,55.9,Not Canceled
2,3,Meal Plan 1,Room_Type 1,85,2018,6,Online,126.9,Canceled
2,2,Not Selected,Room_Type 1,6,2018,2,Online,79.0,Canceled
2,5,Meal Plan 1,Room_Type 1,256,2018,10,Online,94.35,Canceled
2,2,Meal Plan 2,Room_Type 1,265,2018,6,Online,109.0,Canceled
2,5,Meal Plan 1,Room_Type 4,64,2018,4,Online,112.2,Not Canceled
1,1,Meal Plan 1,Room_Type 1,0,2017,10,Corporate,109.0,Not Canceled
1,2,Meal Plan 1,Room_Type 1,91,2018,9,Corporate,65.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,127,2018,4,Offline,90.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,73,2018,7,Offline,85.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,36,2018,12,Online,168.73,Not Canceled
2,4,Meal Plan 1,Room_Type 1,17,2018,12,Online,100.38,Not Canceled
2,7,Meal Plan 1,Room_Type 1,164,2018,7,Online,99.45,Canceled
2,1,Meal Plan 1,Room_Type 1,0,2018,9,Corporate,160.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Online,126.0,Not Canceled
3,3,Meal Plan 1,Room_Type 1,191,2018,8,Offline,96.9,Not Canceled
4,6,Meal Plan 1,Room_Type 2,33,2017,10,Online,95.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,32,2017,9,Online,94.5,Not Canceled
1,2,Meal Plan 1,Room_Type 1,3,2017,9,Offline,98.8,Not Canceled
2,3,Not Selected,Room_Type 1,53,2018,7,Online,100.5,Not Canceled
2,1,Meal Plan 2,Room_Type 7,8,2018,6,Complementary,0.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,107,2018,5,Online,80.75,Canceled
2,1,Meal Plan 2,Room_Type 1,55,2018,4,Offline,104.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,84,2018,4,Offline,89.75,Not Canceled
4,2,Meal Plan 1,Room_Type 6,0,2017,8,Online,156.0,Not Canceled
2,2,Meal Plan 1,Room_Type 4,1,2018,6,Online,136.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,29,2018,12,Corporate,85.0,Not Canceled
2,4,Meal Plan 1,Room_Type 4,41,2017,10,Online,87.54,Not Canceled
2,2,Meal Plan 1,Room_Type 1,86,2017,9,Corporate,100.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,167,2018,10,Online,108.9,Canceled
2,3,Not Selected,Room_Type 1,34,2018,6,Online,107.1,Not Canceled
2,3,Meal Plan 1,Room_Type 1,101,2018,4,Online,80.0,Canceled
2,3,Meal Plan 1,Room_Type 1,259,2018,5,Online,90.0,Canceled
2,2,Meal Plan 1,Room_Type 1,122,2018,5,Online,105.3,Not Canceled
2,1,Not Selected,Room_Type 1,1,2018,2,Online,80.0,Not Canceled
2,2,Meal Plan 1,Room_Type 4,107,2018,8,Online,142.2,Not Canceled
2,3,Meal Plan 1,Room_Type 4,35,2018,4,Online,131.4,Not Canceled
1,2,Meal Plan 1,Room_Type 1,192,2018,6,Offline,95.0,Not Canceled
2,2,Meal Plan 1,Room_Type 1,4,2018,4,Online,111.0,Canceled
2,4,Meal Plan 1,Room_Type 1,85,2018,10,Offline,85.0,Not Canceled
3,4,Meal Plan 1,Room_Type 4,137,2018,8,Online,130.95,Canceled
2,2,Meal Plan 2,Room_Type 1,74,2017,9,Offline,101.5,Not Canceled
1,3,Meal Plan 1,Room_Type 1,116,2018,2,Offline,82.0,Not Canceled
2,4,Meal Plan 1,Room_Type 1,34,2017,9,Online,94.5,Not Canceled
2,3,Meal Plan 1,Room_Type 1,56,2018,8,Online,109.8,Canceled
2,6,Meal Plan 1,Room_Type 1,149,2018,7,Online,72.25,Canceled
2,4,Not Selected,Room_Type 1,12,2018,2,Online,55.72,Not Canceled
3,2,Meal Plan 1,Room_Type 4,52,2018,10,Online,158.4,Canceled
2,5,Meal Plan 1,Room_Type 4,191,2018,3,Offline,69.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,105.0,Not Canceled
2,3,Meal Plan 1,Room_Type 4,57,2018,12,Online,219.6,Canceled
1,5,Meal Plan 1,Room_Type 1,9,2018,1,Offline,44.8,Not Canceled
2,1,Not Selected,Room_Type 1,7,2018,10,Online,120.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,78,2018,3,Online,100.0,Canceled
2,1,Not Selected,Room_Type 1,0,2018,6,Online,109.0,Not Canceled
2,3,Meal Plan 1,Room_Type 2,78,2018,8,Online,115.68,Not Canceled
2,3,Meal Plan 1,Room_Type 1,31,2018,9,Offline,75.0,Not Canceled
2,2,Meal Plan 2,Room_Type 5,37,2018,6,Offline,134.1,Not Canceled
2,3,Meal Plan 1,Room_Type 4,8,2018,5,Online,124.1,Not Canceled
4,2,Meal Plan 1,Room_Type 7,32,2018,8,Online,214.75,Not Canceled
2,3,Meal Plan 1,Room_Type 1,48,2018,10,Offline,75.0,Not Canceled
2,3,Meal Plan 1,Room_Type 1,89,2017,11,Online,72.25,Not Canceled
1,1,Meal Plan 1,Room_Type 1,0,2018,3,Corporate,80.0,Not Canceled
2,1,Meal Plan 1,Room_Type 1,15,2018,9,Online,139.0,Not Canceled
1,1,Meal Plan 1,Room_Type 1,10,2018,1,Corporate,66.0,Not Canceled
1,3,Meal Plan 1,Room_Type 1,43,2018,5,Online,115.5,Not Canceled
3,2,Meal Plan 1,Room_Type 1,27,2018,8,Online,195.5,Not Canceled
2,2,Meal Plan 2,Room_Type 1,386,2018,10,Online,115.0,Canceled
1,1,Meal Plan 2,Room_Type 1,72,2017,9,Offline,84.0,Not Canceled
2,3,Not Selected,Room_Type 1,10,2018,10,Online,107.8,Not Canceled
2,3,Meal Plan 1,Room_Type 1,37,2018,10,Offline,105.0,Not Canceled
2,5,Meal Plan 1,Room_Type 1,170,2018,4,Offline,78.0,Not Canceled
1,2,Meal Plan 2,Room_Type 1,265,2018,6,Offline,90.0,Not Canceled
2,2,Not Selected,Room_Type 1,49,2018,7,Online,105.3,Canceled
2,3,Meal Plan 1,Room_Type 1,51,2018,2,Online,80.3,Not Canceled
1,1,Meal Plan 2,Room_Type 1,3,2018,2,Online,129.0,Not Canceled
2,2,Meal Plan 2,Room_Type 1,265,2018,6,Online,115.0,Canceled
